id_hogar,id_persona,es_elegible_desde_la_cuna,es_elegible_mi_beca_para_empezar,es_elegible_beca_rita_cetina,es_elegible_beca_benito_juarez,es_elegible_jovenes_escribiendo_el_futuro,es_elegible_jovenes_construyendo_futuro,es_elegible_seguro_desempleo_cdmx,es_elegible_ingreso_ciudadano_universal,es_elegible_pension_mujeres_bienestar,es_elegible_imss_bienestar,es_elegible_inea,es_elegible_leche_bienestar,es_elegible_pension_adultos_mayores
2767119,27671191,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767119,27671192,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767119,27671193,no,no,no,no,no,no,no,no,no,no,no,no,no
2767119,27671194,no,no,no,no,no,no,no,no,no,,,no,no
2767121,27671211,no,yes,no,no,no,no,no,no,no,,no,yes,no
2767121,27671212,no,no,no,no,no,no,no,no,no,no,no,no,no
2767121,27671213,no,no,no,no,no,no,no,no,no,no,no,no,no
2767121,27671214,no,no,no,yes,yes,no,no,no,no,,no,no,no
2767121,27671215,no,no,no,no,no,no,no,no,no,,yes,no,no
2767122,27671221,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767122,27671222,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767122,27671223,no,no,no,no,no,no,no,no,no,no,no,no,no
2767122,27671224,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767122,27671225,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767127,27671271,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767127,27671272,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767131,27671311,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767131,27671312,no,no,no,no,no,no,no,no,no,no,no,no,no
2767131,27671313,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767131,27671314,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
2767131,27671315,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767132,27671321,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767132,27671322,no,no,no,no,no,no,no,yes,no,yes,no,no,no
2767132,27671323,no,no,no,no,no,no,no,no,no,no,no,no,no
2767132,27671324,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767132,27671325,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767144,27671441,no,no,no,no,no,no,no,no,no,,yes,yes,no
2767145,27671451,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767145,27671452,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767145,27671453,no,no,no,no,no,no,no,no,no,no,no,no,no
2767147,27671471,no,no,no,no,no,no,no,no,yes,no,yes,yes,no
2767147,27671472,no,yes,yes,no,no,no,no,no,no,,no,yes,no
2767147,27671473,no,yes,no,no,no,no,no,no,no,,no,yes,no
2767147,27671474,no,no,no,no,no,no,no,no,no,,yes,yes,no
2767147,27671475,no,no,no,no,no,no,no,no,no,no,no,no,no
2767147,27671476,no,no,no,no,no,no,no,no,no,,no,no,no
2767147,27671477,no,no,no,no,no,no,no,no,no,no,no,no,no
2767147,27671478,no,no,no,no,no,no,no,no,no,no,no,no,no
2767147,27671479,no,no,yes,yes,no,no,no,no,no,no,no,no,no
2767147,276714710,no,no,yes,no,no,no,no,no,no,no,no,yes,no
2767147,276714711,no,no,yes,yes,no,no,no,no,no,,no,no,no
2767151,27671511,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767151,27671512,no,no,no,no,no,no,no,no,no,no,no,no,no
2767151,27671513,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767151,27671514,yes,no,no,no,no,no,no,no,no,no,no,yes,no
2767151,27671515,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767151,27671516,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767151,27671517,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767151,27671518,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
2767151,27671519,no,no,no,no,no,no,no,no,no,yes,,yes,no
2767151,276715110,no,no,no,no,no,no,no,no,no,no,no,no,no
2767151,276715111,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
2767151,276715112,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767155,27671551,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767155,27671552,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767155,27671553,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767155,27671554,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767155,27671555,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
2767155,27671556,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767155,27671557,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767156,27671561,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767156,27671562,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767156,27671563,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767156,27671564,no,no,no,no,no,no,no,no,no,no,no,no,no
2767156,27671565,no,no,no,no,no,no,no,no,no,no,no,no,no
2767157,27671571,no,no,no,no,no,no,no,no,no,no,no,yes,yes
2767157,27671572,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767158,27671581,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767158,27671582,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767158,27671583,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767159,27671591,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767159,27671592,no,no,no,no,no,no,no,no,no,,no,yes,no
2767159,27671593,no,no,yes,yes,no,no,no,no,no,,no,yes,no
2767163,27671631,no,no,no,no,no,no,no,no,no,no,no,no,no
2767163,27671632,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767163,27671633,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767165,27671651,no,no,no,no,no,no,no,no,no,,no,yes,no
2767165,27671652,no,no,no,no,no,no,no,no,no,,no,yes,no
2767167,27671671,no,no,no,no,no,no,no,no,no,,yes,yes,no
2767167,27671672,no,no,no,no,no,no,no,no,no,,no,no,no
2767167,27671673,no,no,no,no,no,no,no,no,no,no,no,no,no
2767167,27671674,no,no,no,no,no,yes,yes,no,no,no,no,no,no
2767167,27671675,no,no,no,no,no,yes,yes,no,no,no,no,no,no
2767173,27671731,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767173,27671732,no,no,no,no,no,no,yes,no,no,no,,no,no
2767173,27671733,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767173,27671734,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767173,27671735,yes,no,no,no,no,no,no,no,no,yes,,yes,no
2767174,27671741,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767174,27671742,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767174,27671743,no,no,no,no,no,no,no,no,no,,no,no,no
2767174,27671744,no,no,no,no,no,no,no,no,no,,yes,no,no
2767174,27671745,no,no,no,no,no,no,no,no,no,,no,no,no
2767174,27671746,no,no,no,no,no,no,no,no,no,,no,no,no
2767174,27671747,no,no,yes,yes,yes,no,no,no,no,,no,no,no
2767174,27671748,no,no,yes,yes,no,no,no,no,no,,no,yes,no
2767177,27671771,no,no,no,no,no,no,no,no,no,no,no,no,no
2767177,27671772,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767178,27671781,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767178,27671782,no,no,no,no,no,no,no,no,no,no,no,no,no
2767178,27671783,no,no,no,no,no,no,no,no,no,no,no,no,no
2767178,27671784,no,no,no,no,no,no,no,no,no,no,,no,no
2767178,27671785,no,no,no,no,no,no,no,no,no,no,no,no,no
2767178,27671786,no,no,no,no,no,no,no,no,no,no,no,no,no
2767178,27671787,no,no,no,no,no,no,no,no,no,no,,yes,no
2767179,27671791,no,no,no,no,no,no,no,no,no,no,no,no,no
2767179,27671792,no,no,no,no,no,no,no,no,no,no,no,no,no
2767179,27671793,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
2767179,27671794,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767180,27671801,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767181,27671811,no,no,no,no,no,no,no,no,no,no,no,no,no
2767181,27671812,no,no,no,no,no,no,no,no,no,no,no,no,no
2767181,27671813,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767181,27671814,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767181,27671815,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767184,27671841,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767184,27671842,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767184,27671843,no,no,no,no,no,no,no,no,no,no,no,no,no
2767185,27671851,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767185,27671852,no,no,no,no,no,no,no,no,no,,no,yes,no
2767185,27671853,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767186,27671861,no,no,no,no,no,no,no,no,no,,yes,yes,no
2767186,27671862,no,no,no,no,no,no,no,no,no,no,no,no,no
2767187,27671871,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767187,27671872,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767187,27671873,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767198,27671981,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767198,27671982,no,no,no,no,no,no,no,no,no,no,no,no,no
2767198,27671983,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767200,27672001,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767200,27672002,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767200,27672003,no,no,no,no,no,no,no,no,no,no,no,no,no
2767200,27672004,no,no,yes,no,no,no,no,no,no,no,no,yes,no
2767200,27672005,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767200,27672006,no,no,no,no,no,no,no,no,no,no,no,no,no
2767200,27672007,no,no,no,no,no,no,no,no,no,no,no,no,no
2767200,27672008,no,no,no,no,no,no,no,no,no,no,no,no,no
2767200,27672009,no,no,no,no,no,no,no,no,no,no,no,no,no
2767200,276720010,no,no,no,no,no,no,no,no,no,no,no,no,no
2767200,276720011,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767200,276720012,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767201,27672011,no,no,no,no,no,no,no,no,no,no,no,no,no
2767201,27672012,no,no,no,no,no,no,no,no,no,no,no,no,no
2767203,27672031,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767203,27672032,no,no,yes,yes,no,no,no,no,no,no,no,no,no
2767203,27672033,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
2767203,27672034,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
2767203,27672035,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767203,27672036,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767203,27672037,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767211,27672111,no,no,no,no,no,no,no,no,yes,no,yes,yes,no
2767211,27672112,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767211,27672113,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
2767218,27672181,no,no,no,no,no,no,no,no,no,no,no,no,no
2767218,27672182,no,no,no,no,no,no,no,no,no,no,no,no,no
2767218,27672183,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
2767218,27672184,yes,no,no,no,no,no,no,no,no,no,no,yes,no
2767221,27672211,no,no,no,no,no,no,no,yes,no,no,yes,no,no
2767221,27672212,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
2767221,27672213,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767221,27672214,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767221,27672215,no,no,no,no,no,no,no,no,no,no,no,no,no
2767221,27672216,no,no,no,no,no,no,no,no,no,,no,no,no
2767221,27672217,no,no,no,no,no,no,no,no,no,,,no,no
2767221,27672218,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767221,27672219,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767221,276722110,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
2767221,276722111,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
2767223,27672231,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767223,27672232,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767223,27672233,no,no,no,no,no,no,yes,no,no,yes,no,no,no
2767223,27672234,no,no,no,no,no,no,no,no,no,no,no,no,no
2767223,27672235,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767224,27672241,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
2767224,27672242,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767224,27672243,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767224,27672244,no,no,no,no,no,no,no,no,no,no,no,no,no
2767224,27672245,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767224,27672246,no,no,no,no,no,no,no,no,no,no,no,no,no
2767224,27672247,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767224,27672248,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767226,27672261,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767227,27672271,no,no,no,no,no,no,no,no,yes,,no,yes,no
2767228,27672281,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767228,27672282,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767229,27672291,no,no,no,no,no,no,yes,no,no,,no,yes,no
2767236,27672361,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767236,27672362,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767236,27672363,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767236,27672364,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no
2767236,27672365,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767236,27672366,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
2767237,27672371,no,no,no,no,no,no,no,no,no,,no,no,no
2767237,27672372,no,no,no,yes,yes,no,no,no,no,,no,no,no
2767237,27672373,no,no,no,no,no,no,no,no,no,,yes,yes,no
2767237,27672374,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767237,27672375,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767238,27672381,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767238,27672382,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767239,27672391,no,no,no,no,no,no,no,no,no,,yes,no,no
2767239,27672392,no,no,no,no,no,no,no,no,no,,no,no,no
2767240,27672401,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767240,27672402,no,no,no,no,no,no,no,no,no,no,no,no,no
2767240,27672403,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767240,27672404,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767240,27672405,no,no,yes,no,no,no,no,no,no,no,no,yes,no
2767240,27672406,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767240,27672407,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767240,27672408,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767244,27672441,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767244,27672442,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767244,27672443,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767245,27672451,no,no,no,no,no,no,no,no,no,no,no,yes,yes
2767245,27672452,no,no,no,no,no,no,no,no,no,no,no,yes,yes
2767245,27672453,no,no,no,no,no,no,no,no,no,,no,no,no
2767248,27672481,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767248,27672482,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767248,27672483,no,no,no,no,no,no,no,yes,no,no,no,no,no
2767248,27672484,no,no,no,no,no,no,no,no,no,,no,no,no
2767248,27672485,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767251,27672511,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767251,27672512,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767252,27672521,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767252,27672522,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767252,27672523,no,no,no,no,no,no,no,yes,no,no,no,no,no
2767252,27672524,no,no,no,no,no,no,no,no,no,no,no,yes,yes
2767252,27672525,no,no,no,no,no,no,no,no,no,no,no,no,no
2767253,27672531,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767253,27672532,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
2767253,27672533,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767253,27672534,no,no,no,no,no,no,no,no,no,yes,,no,no
2767253,27672535,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767253,27672536,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767254,27672541,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767254,27672542,no,no,no,no,no,no,no,no,no,,yes,no,no
2767254,27672543,no,no,no,no,no,no,no,no,no,,yes,no,no
2767255,27672551,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767255,27672552,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767255,27672553,no,no,no,no,no,no,no,no,no,no,no,no,no
2767255,27672554,no,no,no,no,no,no,no,no,no,,no,no,no
2767256,27672561,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767256,27672562,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767256,27672563,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767257,27672571,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
2767258,27672581,no,no,no,no,yes,no,no,no,no,no,no,no,no
2767258,27672582,no,no,no,no,no,no,no,no,no,no,no,no,no
2767258,27672583,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767258,27672584,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767259,27672591,no,no,no,no,no,no,no,no,no,no,no,yes,yes
2767259,27672592,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767259,27672593,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767267,27672671,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767267,27672672,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767267,27672673,no,no,no,no,no,no,no,no,no,no,no,no,no
2767267,27672674,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767267,27672675,no,no,no,no,no,no,no,no,no,no,no,no,no
2767267,27672676,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767270,27672701,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767270,27672702,no,no,no,no,no,no,no,no,no,,yes,no,no
2767270,27672703,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767270,27672704,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767270,27672705,no,no,no,no,no,no,no,no,no,no,no,no,no
2767270,27672706,no,no,no,no,no,no,no,no,no,,no,no,no
2767270,27672707,no,no,no,no,no,no,no,no,no,no,no,no,no
2767270,27672708,no,no,no,yes,yes,no,no,no,no,,yes,no,no
2767270,27672709,no,no,no,no,no,no,no,no,no,,yes,no,no
2767270,276727010,no,no,yes,no,no,no,no,no,no,no,no,yes,no
2767271,27672711,no,no,no,no,no,no,no,no,no,no,no,no,no
2767271,27672712,no,no,no,no,no,no,no,no,no,no,no,no,no
2767271,27672713,no,no,no,no,no,no,no,no,no,,no,no,no
2767271,27672714,no,no,no,no,no,no,no,no,no,,no,no,no
2767272,27672721,yes,no,no,no,no,no,no,no,no,no,no,yes,no
2767272,27672722,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767272,27672723,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
2767272,27672724,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767272,27672725,no,no,no,no,no,no,no,no,no,,no,no,no
2767272,27672726,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767272,27672727,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767272,27672728,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767273,27672731,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767273,27672732,no,no,no,no,no,no,no,no,no,,no,no,no
2767274,27672741,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767274,27672742,no,no,no,no,no,no,no,no,no,,no,no,no
2767281,27672811,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767281,27672812,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767282,27672821,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
2767282,27672822,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
2767282,27672823,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767282,27672824,no,no,no,no,no,no,no,yes,no,yes,yes,no,no
2767282,27672825,no,no,no,no,no,no,no,no,yes,no,yes,yes,no
2767282,27672826,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767282,27672827,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767283,27672831,no,no,no,no,no,no,no,no,no,no,no,no,no
2767283,27672832,no,no,no,no,no,no,no,no,no,no,no,no,no
2767283,27672833,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767283,27672834,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767283,27672835,no,no,no,no,no,no,no,no,no,no,no,yes,yes
2767283,27672836,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767283,27672837,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767286,27672861,no,no,no,no,no,no,no,no,no,no,no,no,no
2767286,27672862,no,no,no,no,no,no,no,no,no,no,no,no,no
2767286,27672863,no,no,no,no,no,no,no,no,no,no,no,no,no
2767286,27672864,no,no,yes,yes,no,no,no,no,no,no,no,no,no
2767286,27672865,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767289,27672891,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767289,27672892,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
2767289,27672893,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
2767290,27672901,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767290,27672902,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
2767290,27672903,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
2767291,27672911,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767291,27672912,no,no,no,no,no,no,no,no,no,no,yes,yes,yes
2767291,27672913,no,no,no,no,no,no,no,no,no,,no,no,no
2767293,27672931,no,no,no,no,yes,no,no,no,no,yes,no,no,no
2767293,27672932,no,no,no,no,no,no,no,no,no,no,no,no,no
2767296,27672961,no,no,no,no,no,no,no,no,no,no,yes,yes,yes
2767297,27672971,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767297,27672972,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767297,27672973,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767297,27672974,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767301,27673011,no,no,no,no,no,no,no,no,no,,no,no,no
2767301,27673012,no,no,no,no,no,no,no,no,no,no,no,no,no
2767301,27673013,no,no,no,no,no,no,no,no,no,no,no,no,no
2767301,27673014,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767301,27673015,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767301,27673016,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767302,27673021,no,no,no,no,no,no,no,no,no,,no,yes,no
2767302,27673022,no,no,no,no,no,no,no,no,no,,no,yes,no
2767302,27673023,no,no,yes,yes,no,no,no,no,no,no,no,no,no
2767304,27673041,no,no,no,no,no,no,no,no,no,no,no,no,no
2767304,27673042,no,no,no,no,no,no,no,no,no,,no,no,no
2767304,27673043,no,no,no,no,no,no,no,no,no,,yes,no,no
2767304,27673044,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767304,27673045,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767306,27673061,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
2767306,27673062,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767306,27673063,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767306,27673064,no,no,no,no,no,no,no,no,no,no,no,no,no
2767307,27673071,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767307,27673072,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767307,27673073,no,no,no,no,yes,no,no,no,no,no,no,no,no
2767307,27673074,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767308,27673081,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767308,27673082,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767308,27673083,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767308,27673084,no,no,no,no,no,no,no,no,no,no,no,no,no
2767308,27673085,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767308,27673086,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
2767308,27673087,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
2767311,27673111,no,no,no,no,no,no,no,no,no,no,no,no,no
2767311,27673112,no,no,no,no,no,no,no,no,no,no,no,no,no
2767311,27673113,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767311,27673114,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767311,27673115,no,no,yes,no,no,no,no,no,no,no,no,yes,no
2767312,27673121,no,no,no,no,no,no,no,no,no,no,no,no,no
2767312,27673122,no,no,no,no,no,no,no,no,no,no,no,no,no
2767312,27673123,no,yes,no,no,no,no,no,no,no,no,no,yes,no
2767312,27673124,yes,no,no,no,no,no,no,no,no,no,,yes,no
2767313,27673131,no,no,no,no,no,no,no,no,no,yes,,no,no
2767313,27673132,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
2767315,27673151,no,no,no,no,no,no,no,no,no,no,no,no,no
2767315,27673152,no,no,no,no,no,no,no,no,no,no,no,no,no
2767315,27673153,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767315,27673154,no,yes,yes,no,no,no,no,no,no,no,no,yes,no
2767315,27673155,no,no,no,no,no,no,no,no,no,no,,yes,no
2767315,27673156,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767316,27673161,no,no,no,no,no,no,no,no,no,no,no,no,no
2767316,27673162,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767316,27673163,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
2767319,27673191,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767319,27673192,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767319,27673193,yes,no,no,no,no,no,no,no,no,yes,,yes,no
2767324,27673241,no,no,no,no,no,no,no,no,no,no,yes,yes,no
2767330,27673301,no,no,no,no,no,no,no,no,no,no,no,no,no
2767330,27673302,no,no,no,no,no,no,no,no,no,no,yes,no,no
2767330,27673303,no,no,no,yes,yes,no,no,no,no,no,no,no,no
2767330,27673304,no,no,yes,no,no,no,no,no,no,no,no,yes,no
2767331,27673311,no,no,no,no,no,no,no,no,no,,no,yes,no
2767331,27673312,no,no,no,no,no,no,no,no,no,yes,no,yes,no
2767331,27673313,no,no,no,no,no,no,no,no,no,yes,no,no,no
2767331,27673314,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767331,27673315,no,yes,no,no,no,no,no,no,no,yes,no,yes,no
2767331,27673316,yes,no,no,no,no,no,no,no,no,yes,no,yes,no
2767333,27673331,no,no,no,no,no,no,no,no,yes,no,no,yes,no
2767333,27673332,no,no,no,no,no,no,no,no,no,no,no,yes,no
2767333,27673333,no,no,no,no,no,no,no,no,no,no,no,no,no
2767333,27673334,no,no,no,no,no,no,no,no,no,no,no,no,no
2767333,27673335,no,no,no,no,no,no,no,no,no,no,no,no,no
2767335,27673351,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767335,27673352,no,no,no,no,no,no,no,no,no,yes,yes,no,no
2767335,27673353,no,no,no,no,no,no,no,no,no,no,yes,yes,no
